round,institute,program,quota,category,opening_rank,closing_rank
Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Home State,Open,1510,9261
Round 1,University Of Calcutta,Instrumentation Engineering,Home State,Open,1334,1918
Round 1,University Of Calcutta,Instrumentation Engineering,Home State,OBC - B,1965,2743
Round 1,University Of Calcutta,Instrumentation Engineering,Home State,ST,25842,39485
Round 1,University Of Calcutta,Instrumentation Engineering,All India,Open,900,1261
Round 1,University Of Calcutta,Instrumentation Engineering,Home State,SC,6960,10355
Round 1,University Of Calcutta,Instrumentation Engineering,Home State,EWS,2250,3083
Round 1,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,ST,35240,39164
Round 1,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,SC (PwD),54693,54693
Round 1,Calcutta Institute of Engineering & Management,Electronics & Communication Engineering,All India,Open,137095,311218
Round 1,Calcutta Institute of Technology,Electronics & Communication Engineering,All India,Open,6514,102173
Round 1,Dream Institute of Technology,Electronics & Communication Engineering,All India,Open,54242,83849
Round 1,Greater Kolkata College of Engineering & Management,Electronics & Communication Engineering,All India,Open,89405,89405
Round 1,Meghnad Saha Institute of Technology,Electronics & Communication Engineering,All India,Open,15205,64819
Round 1,Techno International New Town,Electronics & Communication Engineering,All India,Open,258655,566799
Round 1,Techno Main Salt Lake,Electronics & Communication Engineering,All India,Open,4444,16110
Round 1,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electronics & Communication Engineering,Home State,SC,20309,22905
Round 1,UNIVERSITY OF KALYANI,Electronics & Communication Engineering,Home State,EWS,5878,7567
Round 1,St. Thomas College of Engineering & Technology,Electronics & Communication Engineering,All India,Open,94929,273092
Round 1,College of Engineering and Management,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,24972,28615
Round 1,Techno India University,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,9140,9140
Round 1,Heritage Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,3534,3816
Round 1,Sister Nivedita University,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,18562,23753
Round 1,Mckv Institute of Engineering,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,13685,17180
Round 1,Guru Nanak Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,18031,20848
Round 1,Netaji Subhas Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,7764,9174
Round 1,Haldia Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,8040,9036
Round 1,Supreme Knowledge Foundation Group of Institutions,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,22621,40223
Round 1,Asansol Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,11043,15863
Round 1,Bengal Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,21212,28377
Round 1,Adamas University,Electronics & Communication Engineering,All India,Open,41583,106994
Round 1,Rcc Institute of Information Technology,Electronics & Communication Engineering,Home State,EWS,93388,93388
Round 1,Supreme Knowledge Foundation Group of Institutions,Electronics & Communication Engineering,All India,Open,1337839,1337839
Round 1,Swami Vivekananda Institute of Science & Technology,Electronics & Communication Engineering,All India,Open,30115,108946
Round 1,Techno Engineering Collge Banipur,Electronics & Communication Engineering,All India,Open,237698,237698
Round 1,UNIVERSITY OF KALYANI,Electronics & Communication Engineering,All India,Open,573,3618
Round 1,UNIVERSITY OF KALYANI,Electronics & Communication Engineering,Home State,OBC - A,11253,11694
Round 1,Swami Vivekananda University,Electronics & Communication Engineering,All India,Open,396904,922580
Round 1,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,SC,6956,9846
Round 1,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,SC,2886,9275
Round 1,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,SC,15242,19709
Round 1,Ideal Institute of Engineering,Electronics & Communication Engineering,All India,Open,16875,16875
Round 1,Hemnalini Memorial College of Engineering,Food Technology,All India,Open,462931,687904
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,SC,23234,26130
Round 1,Guru Nanak Institute of Technology,Food Technology,All India,Open,12236,41291
Round 1,Haldia Institute of Technology,Food Technology,All India,Open,12433,49010
Round 1,Techno Main Salt Lake,Food Technology,All India,Open,206341,226915
Round 1,Guru Nanak Institute of Technology,Food Technology,All India,Open,331391,594116
Round 1,Haldia Institute of Technology,Food Technology,Home State,EWS,75262,81657
Round 1,Haldia Institute of Technology,Food Technology,Home State,ST,77830,77830
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,EWS,22666,27910
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,ST,59056,65578
Round 1,Techno Main Salt Lake,Food Technology,Home State,EWS,64578,94686
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,All India,Open,9427,17179
Round 1,Haldia Institute of Technology,Food Technology,Home State,SC,51729,67533
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,EWS,534,677
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,Open (PwD),9497,9497
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,ST,17774,20976
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,OBC - B,607,745
Round 1,Jadavpur University,Instrumentation & Electronics,All India,Open,197,295
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,Open,303,412
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,OBC - A,1601,1826
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,SC,1804,2608
Round 1,Jadavpur University,Instrumentation & Electronics,Home State,SC (PwD),97676,97676
Round 1,Regent Education and Research Foundation,Electronics & Communication Engineering,All India,Open,20064,91845
Round 1,Seacom Skills University,Electronics & Communication Engineering,All India,Open,502735,502735
Round 1,University Of Calcutta,Electronics & Communication Engineering,Home State,Open (PwD),24417,24417
Round 1,UNIVERSITY OF KALYANI,Electronics & Communication Engineering,Home State,ST,48487,49738
Round 1,Jadavpur University,Production Engineering,Home State,EWS,1394,1966
Round 1,Jadavpur University,Production Engineering,Home State,Open (PwD),28040,28040
Round 1,Jadavpur University,Production Engineering,All India,Open,509,785
Round 1,Jadavpur University,Production Engineering,Home State,Open,880,1151
Round 1,Jadavpur University,Production Engineering,Home State,ST,29239,31081
Round 1,Sister Nivedita University,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,18769,25993
Round 1,Ideal Institute of Engineering,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,38895,39376
Round 1,St. Thomas College of Engineering & Technology,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,11574,15157
Round 1,Om Dayal Group of Institutions,Artificial Intelligence And Machine Learning,Home State,Tuition Fee Waiver,34498,39881
Round 1,Jis College of Engineering,Computer Science & Engineering,All India,Open,814,40772
Round 1,Nshm Knowledge Campus,Computer Science & Engineering,All India,Open,15042,109845
Round 1,Institute of Science and Technology,Computer Science & Engineering,Home State,ST,101811,101811
Round 1,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering,All India,Open,393,4146
Round 1,Global Institute of Management and Technology,Computer Science & Engineering,All India,Open,15543,111101
Round 1,Haldia Institute of Technology,Computer Science & Engineering,All India,Open,791,6909
Round 1,Techno Main Salt Lake,Computer Science & Engineering,All India,Open,1942,5974
Round 1,Jadavpur University,Computer Science & Engineering,Home State,Open,22,89
Round 1,Jadavpur University,Computer Science & Engineering,Home State,Open (PwD),2443,2481
Round 1,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,Computer Science & Engineering,Home State,EWS,4782,10241
Round 1,UNIVERSITY OF KALYANI,Computer Science & Engineering,Home State,Open (PwD),24956,24956
Round 1,Maulana Abul Kalam Azad University of Technology,Computer Science & Engineering,Home State,OBC - A (PwD),108355,108355
Round 1,University Of Calcutta,Computer Science & Engineering,Home State,OBC - B,889,1006
Round 1,Jadavpur University,Electrical Engineering,Home State,Open,301,504
Round 1,Jadavpur University,Electrical Engineering,Home State,OBC - A,1602,2506
Round 1,UNIVERSITY INSTITUTE OF TECHNOLOGY,Electrical Engineering,Home State,OBC - B,13261,14279
Round 1,Govt. College of Engg. & Textile Technology,Electrical Engineering,Home State,OBC - A,12664,14401
Round 1,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,EWS,3978,4808
Round 1,Kalyani Goverment Engineering College,Electrical Engineering,Home State,Open (PwD),81783,85984
Round 1,Kalyani Goverment Engineering College,Electrical Engineering,Home State,SC (PwD),107630,107630
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,SC,19245,22116
Round 1,Durgapur Institute of Advanced Technology & Management,Electrical Engineering,All India,Open,33078,102413
Round 1,Haldia Institute of Technology,Electrical Engineering,Home State,EWS,61637,61637
Round 1,Mckv Institute of Engineering,Electrical Engineering,All India,Open,143558,412136
Round 1,Techno Main Salt Lake,Electrical Engineering,All India,Open,10583,36502
Round 1,Siliguri Institute of Technology,Electrical Engineering,All India,Open,38483,102074
Round 1,Hemnalini Memorial College of Engineering,Food Technology,Home State,OBC - B,63860,65302
Round 1,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,All India,Open,67853,107333
Round 1,Hemnalini Memorial College of Engineering,Food Technology,All India,Open,32461,57612
Round 1,Hemnalini Memorial College of Engineering,Food Technology,Home State,OBC - A,74654,93068
Round 1,Hemnalini Memorial College of Engineering,Food Technology,Home State,SC,59051,76340
Round 1,Haldia Institute of Technology,Applied Electronics And Instrumentation Engineering  ,Home State,Tuition Fee Waiver,15015,17689
Round 1,Heritage Institute of Technology,Applied Electronics And Instrumentation Engineering  ,Home State,Tuition Fee Waiver,7667,12326
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,SC,8105,9661
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,Open,1546,2135
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,OBC - A,4341,6325
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,EWS,2240,2240
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,Open (PwD),58042,58042
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,Home State,ST,31648,36034
Round 1,Jadavpur University,Information Technology,Home State,Open,126,293
Round 1,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,Home State,ST,61796,65400
Round 1,Goverment College of Engineering and Leather Technology,Information Technology,Home State,ST,49955,51609
Round 1,Govt. College of Engineering & Textile Technology,Information Technology,Home State,Open (PwD),44980,87908
Round 1,Jalpaiguri Goverment Engineering College,Information Technology,Home State,OBC - A,4509,5678
Round 1,Jalpaiguri Goverment Engineering College,Information Technology,Home State,OBC - B,2412,3027
Round 1,Kalyani Goverment Engineering College,Information Technology,Home State,EWS,2389,3052
Round 1,Dr. B. C. Roy Engineering College,Information Technology,All India,Open,7508,53914
Round 1,Heritage Institute of Technology,Information Technology,Home State,ST,73953,73953
Round 1,Jis College of Engineering,Information Technology,All India,Open,14504,73296
Round 1,Mckv Institute of Engineering,Information Technology,Home State,EWS,91980,91980
Round 1,Meghnad Saha Institute of Technology,Information Technology,All India,Open,271086,296420
Round 1,Rcc Institute of Information Technology,Information Technology,Home State,SC,39797,70467
Round 1,Seacom Engineering College,Information Technology,All India,Open,84986,84986
Round 1,Techno Main Salt Lake,Information Technology,All India,Open,16198,26134
Round 1,Maulana Abul Kalam Azad University of Technology,Information Technology,Home State,EWS,6093,7448
Round 1,UNIVERSITY INSTITUTE OF TECHNOLOGY,Information Technology,Home State,OBC - B,9188,10274
Round 1,Govt. College of Engineering & Ceramic Technology,Information Technology,Home State,OBC - A,8414,9987
Round 1,Govt. College of Engineering & Ceramic Technology,Information Technology,Home State,OBC - B,4923,5527
Round 1,Govt. College of Engineering & Textile Technology,Information Technology,Home State,SC,14761,17078
Round 1,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - A (PwD),65240,65240
Round 1,B.P. Poddar Institute of Management & Technology,Information Technology,All India,Open,147147,245365
Round 1,Bengal College of Engineering & Technology,Information Technology,All India,Open,25579,111093
Round 1,Heritage Institute of Technology,Information Technology,Home State,EWS,8406,9843
Round 1,Rcc Institute of Information Technology,Information Technology,All India,Open,19010,38215
Round 1,Maulana Abul Kalam Azad University of Technology,Information Technology,Home State,SC,11537,14653
Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,All India,Open,1246,1402
